,sentiment,text
1031,0,capman plc press release march jukka ruuska president of the omx nordic exchanges and the stockholm stock exchange will transfer to capman effective no later than september 
1032,0,cents the profile contains business operations the company history major products and services prospects key competitors structure and key employees locations and subsidiaries 
1033,0,conference call to participate via a conference call please dial in minutes before the beginning of the event europe or £ £ usa 
1034,0,construction is scheduled to start in apriljune and to be completed in early 
1035,0,financialwire tm is a fully independent proprietary news wire service 
1036,0,finnish civil aviation administration decided to temporarily reopen finnish capital s helsinki airport since pm to pm monday local time 
1037,1,fiskars the world s scissors brand tm recently won learning  magazine s teachers choice award for the classroom 
1038,0,founded in strand associates which provides civil environmental transportation electrical and mechanical engineering services has employees at offices in wisconsin alabama illinois indiana kentucky and ohio 
1039,0,halonen s office acknowledged receiving the letter but declined comment 
1040,1,he believes that the soyoats have a good chance of entering the uk market 
1041,0,he does not believe however that hkscan or atria will start to use imported meat as finnish consumers prefer domestic products 
1042,0,headquartered in this city the company is nearly years old and focuses on sciencebased innovation and technology for environmental measurement 
1043,0,however in march the government of st petersburg passed the front part of the building with the area square metres and a land plot for a hotel worth usd mn to the company delta 
1044,0,in lee man had a combined annual production capacity of close to million tonnes of paper and tonnes of pulp 
1045,0,in the method the smelt spouts are separated from the working area by a shielding wall arranged movable in relation to the smelt spouts 
1046,0,investments span across various product and investment types including retail hospitality office and residential with interests in realestate portfolios nonperforming loans and corporate restructurings 
1047,0,it also recovers valuable raw material for kemira s water chemical production 
1048,0,it is necessary to strengthen the company s operations however 
1049,0,it will use the proceeds from the transaction to achieve its target 
1050,1,kai tulonen chief technology officer sysopen digia says we have been using corporate phonebook inside sysopen digia extensively since last fall and we have been very satisfied with the results 
1051,1,last year lemminkainen completed the kouvola ksupermarket contract 
1052,0,le lay succeeds walter gnter and will be based in finland 
1053,0,lemminkainen infra oy s subsidiary lemminkainen sverige ab will perform the construction work which is expected to start in early and to be completed in the summer of 
1054,0,los angelesbased pacific office properties trust acquires owns and operates office properties in the western us focusing initially on the markets of honolulu san diego los angeles and phoenix 
1055,0,master of mayawas jointly developed by nokia siemens networks and ufa fremantlemedia and will be actively advertised by maxis in the end of may 
1056,0,medical devices russia this brandnew market analysis gives a clear overview of the actual situation and future outlook of the medical device market in russia 
1057,1,metrics in qpr scorecard now support date text and milestonebased values which improve its support for managing projects around performance or processrelated content 
1058,0,mformation provides enhanced management of these applications by enabling configuration and control throughout their lifecycle 
1059,0,mr jorma valkama managing director of suomen paikallissanomat oy states that rannikkoseutu complements in an outstanding way the current product range of the company 
1060,0,mr mikko saavalainen head of comptel s global sales concludes gibtelecom provides a perfect illustration of the variety of business technical and regulatory challenges operators are facing in their oss today 
1061,0,neste oil said that while results from its biomass to liquids demonstration plant commissioned in june have been promising no decision on a commercial plant has been taken 
1062,0,nokia will continue to invest in future development of qt and digia will be responsible for commercial licensing and services business 
1063,0,nonwovens and specialty papers made by ahlstrom are used in a large variety of everyday products eg in filters wipes flooring labels and tapes 
1064,0,now nokia has announced the launch of bicycle charger kit that is compatible with all nokia phones that have a mm charging interface 
1065,0,on the basis of competitive bidding ooo kitai stroi the russian subsidiary of china state construction engineering corporation a construction company owned by china state has been selected as the main constructor 
1066,0,only this time nokia india s largest mnc has sought out a topic that could spark off a million approaches creativity in emerging markets 
1067,1,other carriers and handset makers spin it as a positive event that will raise interest for higherend phones and pricier data plans 
1068,0,other potential clients include public administration organizations investing in utility networks and services 
1069,0,our solutions are fully arabized and our message is that we want to become the it partner of choice for businesses in the neareast region 
1070,1,pearl plaza llc the joint venture of srv and shanghai industrial investment holdings co ltd has concluded the investment decision on construction of the first phase of the shopping center in saint petersburg russia 
1071,0,poyry plc additional information by martin kuzaj president industry business group finland tel sanna paivaniemi director investor relations poyry plc finland tel poyry is a global consulting and engineering company dedicated to balanced sustainability 
1072,0,professional and consumer applications include personal navigation personal safety field and workflow management and asset tracking 
1073,0,satama and trainers house will remain as names and independent brands of the business areas 
1074,0,talvik says the relocation of application programs on servers will continue while hp servers were approved because of hp supplying a tailormade solution to elisa 
1075,1,technopolis and the st petersburg government signed a cooperation memorandum in october to set up a technopark in the neudorf production zone in the village of strelny in the st petersburg suburbs 
1076,0,tekla structures is all about you and your team and compatible with the windows operating system 
1077,1,tekla structures bim building information modeling software is being developed according to a longterm plan of improved user experience process and functionality 
1078,1,teliasonera is the leading telecommunications company in the nordic and baltic regions 
1079,0,the above mentioned shareholders will suggest that a monthly salary of eur would be paid for the board members outside the company 
1080,0,the address location is provided to a local controller preferably by wireless transmission which then uses the address location to access the appliance control module 
1081,0,the aim of the bridge solutions chosen is to minimize construction times while ensuring that traffic beneath the bridge on the saimaa canal continues undisturbed 
1082,0,the bank is also examining the benefits of transferring the swedish business to operate as a branch office so that the operations would be governed by finland s laws 
1083,0,the company admits that months is a relatively short time when operating in russia 
1084,0,the company has a wide selection of metal products and services 
1085,0,the company is in charge of all natural gas storage activities in france great britain and germany 
1086,0,the cooperation with airbaltic is expected to lead to the transfer of finncomm to the ownership of airbaltic in time 
1087,0,the court s decision will also promote genuine competition in services
1088,0,the daily graphic newspaper in october reported an initiative being embarked upon by the fidelity bank to partner ghana post which has offices across the country to offer financial services to the unbanked and underbanked in the country 
1089,0,the device can also be used for theft protection and positioning of vehicles boats and other assets 
1090,0,the donations are granted to aalto university and the universities of helsinki tampere turku eastern finland jyvæskylæ oulu and vaasa and to polytechnics to be announced later 
1091,0,the estonian beverages maker a le coq today brought to the market a new premium class beer a le coq special investing million kroons eur into its development and planning to sell three million liters of the beer during the next year 
1092,0,the first phase will be completed by the end of 
1093,0,the guidance has been set at basis points over midswaps the report said 
1094,0,the invention carries international patent publication no 
1095,0,the inventors are bylander johan ponten fredrik and lundberg jorgen 
1096,0,the inventors are mukkavilli krishna kiran sabharwal ashutosh and aazhang behnaam 
1097,0,the inventors are ridge justin bao yiliang and karczewicz marta 
1098,0,the issuer is solely responsible for the content of this announcement 
1099,0,the issuer is solely responsible for the content of this announcement 
1100,0,the market making in accordance with the agreement will begin on september 
1101,0,the offer price is million including cash of million as net debt assumption of face and million worth of cencorp shares to be issued to savcor 
1102,0,the ore body is sufficient to support anticipated production for at least years 
1103,0,the original patent was filed in finland under application no 
1104,0,the relocation of ragot has already started and will be completed in the next few weeks with the waterqueen and tortue moves planned for mid and vmc europe during the third quarter of 
1105,1,the report provides a comprehensive insight into the company including business structure and operations executive biographies and key competitors 
1106,0,the rewards to be paid on the basis of the earning period will correspond to the value of a maximum total of componenta corporation shares including also the proportion to be paid in cash 
1107,0,the right margin will be viewed separately in detail with every customer 
1108,0,the service also enables users to watch emails in html format en is enhanced with addition languages to choose from 
1109,1,the services also give the supplier opportunity to keyin invoices receive orders electronically to send order confirmations and to upload and create electronic catalogues 
1110,0,the swedish subsidiary holds net smelter return nsr royalties over two advanced copper projects in northern sweden the viscaria and adak projects being developed by avalon minerals ltd asx avi 
1111,0,the total investment in the vantaa plant extension will amount to around million euro and okmetic s share of the investments will be worth around million 
1112,0,the value of the deal exceeds eur the company said 
1113,0,this implementation will upgrade the existing system enabling voicemail and video mail to be housed on the same platform 
1114,1,this is the second successful effort for the financial investor this year 
1115,0,travel expenses would be reimbursed in accordance with the travel policy of the company 
1116,0,welcome 
1117,0,wellness services will be important in the future 
1118,0,you need to be ready when the window opens up rosberg said 
1119,0, tikkurila inspires you to color your life 
1120,1, lietuvos respublikos sveikatos apsaugos ministerija has awarded contract to uab affecto lietuva for financial systems software package 
1121,0,cf pty ltd became a substantial holder in renison consolidated mines nl on january with million shares pc 
1122,0,raffles equities ltd became a substantial holder in archer exploration ltd on january with million shares pc 
1123,1, for nordea moving into the new headquarters signifies the beginning of a new era 
1124,0, we respect their decision the discussions are now closed said kai telanne alma media s ceo 
1125,0, directors and shareholders alike should ask why these practices were allowed to continue 
1126,0, every partner will be allowed to buy a quantity of electricity corresponding to their share in the consortium at production cost a letter of intent said 
1127,1, i m happy with the outcome sneed said after the hearing 
1128,1, installation of the automatic varnishing line is an important part of the company s strategy in the region of central and eastern europe said jozef misurec the director of ruukki slovakia 
1129,1, it allows the young child to move forward with his life 
1130,1, our decision and resolve on meego is only stronger she continued 
1131,0, the issues identified by stonesoft affect a range of content inspection technology 
1132,0, they want my credit card info and my personal details 
1133,0, we hope to clarify our policies to finnish businesses where there are any gray areas motlanthe said 
1134,0, we will now after the relevant authority approvals make a mandatory bid as required by the finnish securities markets act 
1135,1, november finnish textile and clothing company marimekko oyj hel mmo v announced on friday the opening of its first concept store in seoul in cooperation with japanese sector player look inc tyo 
1136,0,a broad range of connectivity options including g hspa and wifi gives consumers high speed access to the internet 
1137,1,a new production line is being completed for the contract production of hormone treatments 
1138,0,a quick onestopshop to understand the company 
1139,0,about dopplr dopplr is a service for smart travellers 
1140,1,about elcoteq elcoteq se is a leading electronics manufacturing services ems company in the communications technology field 
1141,1,about nokia nokia is a pioneer in mobile telecommunications and the world s leading maker of mobile devices 
1142,0,about stonesoft corporation stonesoft corporation omx sft v is an innovative provider of integrated network security solutions to secure the information flow of distributed organizations 
1143,0,according to sweden s minister for local government and financial markets mats odell the decision to sell the state s shares in telecom group teliasonera can only be carried out in cooperation with the state of finland 
1144,0,finnish beverage company olvi is introducing a new long drink olvi kultalonkero golden long drink in the market in finland in the spring of 
1145,1,finnish geosentric a developer and provider of solutions products and technologies for location based services has preliminary agreed on a eur mn shortterm funding with its leading investor 
1146,1,finnish raisio diagnostics is launching new dnabased quick tests to ensure the safety of food 
1147,0,finnish rautaruukki is selling its precision tube and automotive component processing unit carl froh in germany to german arques industries 
1148,-1,finnish suominen corporation that makes wet wipes nonwovens and flexible packaging is starting employeremployee negotiations at its tampere plant in finland to lay off about employees 
1149,0,swedish wallenberg family controlled investor has bought a large stake of c shares in swedish retail bank seb 
1150,-1,according to arokarhu some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed 
1151,0,according to barclays the fsecure software will protect users from hackers viruses spyware and other digital attacks 
1152,0,according to capman plc s corporate governance the majority of the committees members shall be independent of the company 
1153,0,according to finnair technical services the measure is above all due to the employment situation 
1154,0,according to honka japan s managing director marko saarelainen honkarakenne exports about ready made log houses to japan a year 
1155,0,according to preliminary data from slovakia s statistics office goods worth e million were imported from finland between january and october making up percent of slovakia s total imports 
1156,0,according to seikku the retail sector in finland is controlled by large actors while food manufacturers are still relatively small 
1157,-1,according to the company staff will be laid off temporarily when necessary 
1158,0,according to tyrvæinen s estimation japan is a very essential location in terms of finnair s asian strategy 
1159,0,according to vauramo the plant s lifting equipment is suitable for asian and for some chinese trucks 
1160,0,after the signing the total amount of aspo s revolving credit facility agreements is eur million which replaces the formerly valid agreements of eur million 
1161,0,ahlstrom corporation stock exchange release ahlstrom a global leader in high performance fiberbased materials today announced the completion of the acquisition of friend group inc which consists of west carrollton parchment company and west carrollton converting company 
1162,0,aho is proud of the company s new product lordicola 
1163,0,aldata to share space optimization vision at apollo user group and category management association conferences company will unveil new solution that combines business intelligence with space planning data at conferences
1164,0,alexandria va aug timo vataja of tampere finland virve inget of oulu finland have developed a computer program product with activating the right of use 
1165,0,also a sevenyear historic analysis is provided for these markets 
1166,0,also a sixyear historic analysis is provided for these markets 
1167,0,also a sixyear historic analysis is provided for this market 
1168,0,also technopolis plans to build a million euro technology park at the special economic zone neudorf in st petersburg the st petersburg government said in february 
1169,0,also chile is an important market area for forest machine companies 
1170,0,also the traditional grapevine carries a lot of weight 
1171,1,altia s operating profit jumped to eur million from eur million 
1172,1,altimo and teliasonera said yesterday that usmanov would be welcome to join the new company 
1173,0,amanda said that it had already made a usd m investment commitment in russia partners ii fund in july 
1174,0,an of the invention released by the patent office said the chambers are pressurized 
1175,0,an audio webcast will be available live and archived on cerner s web site at wwwcernercom 
1176,0,anttila s online department store netanttila has an established position as the bestknown most visited and most shopped online store in finland 
1177,0,apart from nordea also ergo is competing for the position among the top three pension funds providers in estonia 
1178,0,as a result of the merger the largest professional electronics and telecommunications technology contract manufacturing center in finland will be formed in sievi 
1179,-1,as a result of the negotiations the employment of blue and whitecollar employees at the oulu plant would be terminated 
1180,0,as of august glaston s north asian sales and service region is upgraded to a new market area north asia 
1181,0,as the world leaders in developing uv technology for municipal wastewater drinking water and industrial water treatment systems trojan technologies was a logical partner in providing wærtsilæ with uv technology for ballast water treatment 
1182,0,aspo s strong company brands esl shipping leipurin telko and kaukomarkkinat aim to be the market leaders in their sectors 
1183,0,at this stage a maximum of tulikivi series a shares will be acquired representing about per cent of the company  s shares outstanding 
1184,1,atria group is a leading scandinavian meat products group 
1185,1,atria will launch a campaign in september to promote the campomos brand on the moscow market he said 
1186,0,basware order matching automatically matches purchase invoices with approved purchase orders 
1187,1,bg ad bulgaria s leading internet company 
1188,0,capacity of the facility made by finland s vaahto group is tons of light coated paper 
1189,0,capman an asset manager has eur bn worth of assets under management in the nordic region 
1190,0,capman has four investment areas capman buyout capman technology capman life science and capman real estate and each of them has a dedicated team 
1191,0,castecka said the town hall would hold talks with other investors interested in the zone 
1192,0,central europe is an important market area for honka 
1193,0,cents recognize potential partnerships and suppliers 
1194,1,certain shareholders have irrevocably agreed to vote in favor of the bond issue 
1195,0,changes being announced today will be effective after the close of trading on friday june 
1196,0,chief financial officer jim heindlmeyer said beyond oblivion is in advanced talks with the four major recording companies about its service 
1197,0,chs expo freight is a major finnish fair exhibition and culture logistics company that provides logistics services to various events by land air and sea 
1198,0,competition authorities will have to approve the deal before it can be finalized 
1199,0,complete name of shareholder otto henrik bernhard nyberg for further information please contact maijaliisa friman ceo tel 
1200,0,completion of the transaction is subject to a final agreement and a due diligence process 
1201,0,construction is expected to be completed in the summer of 
1202,0,consumers are now increasingly interested in what they can do with heir phones 
1203,0,crucially the decision to use etsi european telecommunication standard institute backed dvbh adds to the growing list of operators and equipment manufacturers opting for the standard see global january competing technologies vie for mobile tv 
1204,0,currently more than of global fortune companies are using ssh security solutions 
1205,1,demand seems to have hit bottom now and some signs of improvement can be seen 
1206,0,dnb nord of norway is the most likely nordic buyer for citadele while nordea would be a good strategic fit according to the document published by pietiek 
1207,0,donations to universities the annual general meeting authorized the board of directors to donate max 
1208,0,dopplr members share personal and business travel plans privately with their networks and highlight interesting places to stay eat and explore in cities around the world 
1209,0,dragonfly love is another video shot from start to finish using the nokia n 
1210,0,during the past years the factory has produced many of nokia s most popular models including the nokia the nokia as well as nokia s latest music device the nokia express music 
1211,0,eb will hold the exclusive rights to market the new entity s product 
1212,0,elcoteq s electronics manufacturing services ems business segment serves customers globally in engineering manufacturing and fulfillment services 
1213,0,elisa corporation headquartered in helsinki is a finnish telecomms company offering private and corporate customers a comprehensive range of telecomms services 
1214,1,employees are also better prepared to answer calls since they already have detailed information about the caller before they answer the phone 
1215,0,entire paper mills may be set up especially in the new eu member states 
1216,0,eqt has completed its exit from salcomp a finnish company that makes mobile phone chargers by selling its remaining stake to swedish investment group nordstjernan for about euro million million 
1217,0,even so tulikivi emissions are well below some of the strictest state standards including washington and colorado 
1218,0,fcc chairman kevin martin said that fair play required extending the same deregulatory rules to the digital subscriber lines that telecom providers use for broadband networks 
1219,0,financialwire tm in cooperation with the investrend broadcast syndicate also provides complete daily conference call and webcast schedules as a service to shareholders and investors via the firstalert tm networks oefirstalert tm daily 
1220,1,finnish automation solutions developer cencorp corporation omx helsinki cnc v said on friday june that it has completed employee negotiations regarding a reorganisation of its operations 
1221,0,finnish consumers prefer to buy the cheapest beer brand 
1222,1,finnish engineering and technology company metso oyj said on may it completed the acquisition of paper machinery technology from japanese engineering company mitsubishi heavy industries mhi for an undisclosed sum 
1223,0,finnish holding company panostaja oyj said on june it has signed a letter of intent to acquire local lahden lampokasittely oy and heatmasters oy active in the heat treatment of metals for a total mln euro mln 
1224,0,finnish paints and coatings company tikkurila oyj hel tik v announced today the launch of tikkurila prohouse method for protection of wooden surfaces via treatment with ultra pro waterborne products 
1225,0,following the registration the number of issued and outstanding shares of basware is 
1226,0,fortum had previously bought the stateheld stake in tgk from rao ues during its reform 
1227,0,founded in fiskars has over years of product quality excellence and is finland s oldest company 
1228,1,furthermore our fully electrically driven cranes are environmentally friendly 
1229,0,genvec is a biopharmaceutical company developing novel therapeutic drugs and vaccines 
1230,0,geosentric s flagship product is the gypsii platform which uses pioneering geolocation software technology to connect people to people and people to places with new and exciting social community and locationspecific services 
1231,0,glaston s wellknown brands are bavelloni in preprocessing machines and tools tamglass and uniglass in safety glass machines and albat wirsam in software solutions 
1232,0,glaston s wellknown brands are bavelloni in preprocessing machines and tools tamglass and uniglass in safety glass machines and albat wirsam in software solutions 
1233,0,goodwill and other intangible assets account for some mln euro mln of the purchase price pct of which payable in aspo shares 
1234,1,grapevine city officials in september approved million in tax rebates and grants for the expansion 
1235,0,gunneflo will be responsible of oriolakd s pharmaceutical trade business in sweden 
1236,0,harju elekter was founded in and is the leading producer of electrical equipment and materials in the baltic states 
1237,0,harold w young is an independent broker working closely with several retailers including ahold usa market basket cvs bj s wholesale club hannaford and cumberland farms 
1238,1,he also mentions that this improvement to the service follows the recent expansion of the finnlines service from bilbao via antwerp and helsinki and from hull via helsinki to st petersburg 
1239,0,helsinki afx outokumpu said it has agreed to sell the hitura nickel mine in finland to canadian group belvedere resources ltd for mln eur worth of belvedere shares 
1240,0,hkscan headquartered in turku finland is a leading northern european food group with employees in nine countries 
1241,0,hkscan is one of the leading food companies in northern europe with homemarkets in finland sweden the baltic countries and poland 
1242,0,honkarakenne mainly exports large luxury log houses to russia to be used as onefamily houses or holiday homes of sales go to the moscow region about to the st petersburg region and the remainder to other locations 
1243,0,however shortterm rentals are becoming more popular 
1244,0,huhtamaki oyj stock exchange release at huhtamaki oyj has resolved to clarify the group structure by separating the foodservice and consumer goods businesses in its production unit in hameenlinna finland by transferring the businesses into its wholly owned subsidiaries 
1245,1,iggesunds bruk in sweden is one of the most advanced fully integrated pulp and paperboard mills in the world 
1246,0,in addition yit has reserved epi russia the right to expand the logistics center by about m 
1247,0,in addition to the presentations held by president ceo kai telanne and cfo tuomas itkonen participants will have an opportunity to discuss with other members of the company s management 
1248,0,in finland of paper and paperboard is reclaimed 
1249,0,in finland export industry forms a large clientele for the packaging industry 
1250,0,in providing managed services nokia takes responsibility for building operating and transferring as well as optimising the indosat g network 
1251,0,in switzerland teleste have been an established supplier of products for a long time and its primary customers include cable and fibertothehome ftth operators 
1252,0,in the end sanoma news wants to secure its foundation with the savings 
1253,1,in the homeware area fiskars provides leading branded products for home kitchen and interior design 
1254,0,in the survey goodyear is the third most valued tyre brand followed by continental and bridgestone 
1255,0,in today s business you have to preempt what consumers want said mohammed zainalabedin general manager zain bahrain 
1256,0,ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated billion in the us and billion globally 
1257,0,insurance policies should be simple 
1258,0,it has several innovative small molecule and biological drug candidates at different stages of clinical development 
1259,0,it has sold one half of its business operations and will enter the helsinki stock exchange via the back door through an innovative buyout arrangement with kasola 
1260,0,it is a member of the oneworld alliance which includes american airlines and british airways 
1261,1,it is a solid credit that has been compared to a dz bank or a rabobank 
1262,0,it is expected to be completed by the end of 
1263,0,it is planned to set up the a class business center in the two top storeys of the complex 
1264,0,it is positive that the company it recruited harri koponen as ceo according to affarsvarlden 
1265,0,it is the first oil company to join rspo and commits fully to sustainable sourcing of feedstocks for the production of its nexbtl biodiesel it said 
1266,0,it will provide heating in the form of hot water for the sawmill s needs 
1267,0,its asset management experts manage assets worth over eur billion 
1268,0,its other wellknown brands include fitness equipment maker precor and us based ball sports equipment maker wilson 
1269,0,janno reiljan a member of the eesti energia supervisory board said the owners of narva power grid had informed eesti energia about their wish to sell 
1270,1,jawad williams scored points in an impressive debut for jerusalem with jason rich adding and yuval naimi chipping in with points for hapoel which visits the yellowandblue next week 
1271,0,jon risfelt is years old holds a master of science in chemical engineering from the swedish royal institute of technology 
1272,0,juha haapakoski will continue as editorinchief with budget responsibility also with the new publisher 
1273,0,jun aol weblogs delivered by newstex looks like the e is about to be upstaged as nokia s nyse nok premier businessclass smartphone someone in espoo s just hit the corporate youtube account with this promo video for an e 
1274,0,jun boy genius report delivered by newstex the nokia nyse nok n huh 
1275,0,kone headquartered in espoo finland is one of the world s leading elevator and escalator companies 
1276,0,last july the group said it intended to relocate warehouse and office space in loudeac and saint marcel to morvillars in the east of france where it already operates a hook manufacturing and distribution unit 
1277,0,lember said the matter was topical also in estonia where a bill has been drafted at the social affairs ministry that would scrap oldage pensions on favorable conditions 
1278,0,linde acts responsibly towards its shareholders business partners employees society and the environment in every one of its business areas regions and locations across the globe 
1279,0,lkab headquartered in lulea sweden is a hightech mining company producing upgraded iron ore products for the steel industry 
1280,0,llc a voice and data management solution provider to wireless companies with operations worldwide will be transferring its us deployment operations to the finnish mobile giant which includes civil works and site acquisition services 
1281,0,look out for vintage fabric cushion covers s coffee pots ceramic serving dishes cocktail glasses and stainless steel party dishes 
1282,1, ih in a move to enhance growth 
1283,0,lsc s employees will move to ixonos with their existing status and benefits 
1284,0,meego learns as you use it fisher said putting the most important things up top 
1285,0,merging the two free sheets will clarify the market situation 
1286,0,metso is a global supplier of sustainable technology and services for mining construction power generation automation recycling and the pulp and paper industries 
1287,1,more than volunteers from fiskars the garden tool company home depot nyse hd the city of baltimore and the neighborhood are working right now to create a garden sanctuary in a single day 
1288,0,name of applicant jot automation oyname of inventor mammila tuomo piirainen mika and kellokoski mikaapplication no kolnp adate of filing of application publication date 
1289,1,nasdaqlisted yahoo inc has introduced a new service that enables malaysians to take their favorite internet content and services with them on their mobile phones 
1290,0,national sponsors for the big read include national endowment for the arts in cooperation with the institute of museum and library services and arts midwest 
1291,0,neomarkka has played a leading role in a group that aims to restart the production of specialty cellulose fiber in valkeakoski 
1292,0,neste oil corporation refining operation asset summary report summary neste oil corporation refining operation assets summary report is an essential source for company data and information 
1293,0,neste oil extended yesterday s gains and put on pct to eur while utility fortum shed pct to eur 
1294,1,nordea bank sto nda and sampo bank have helped finnish real estate investment company sponda hel sda v place a eur m usd m domestic bond the company said friday 
1295,0,of course you ll have direct access to nokia s ovi store so you ll have lots of fun downloading your favorite media 
1296,0,of these shares are held by the company and the number of outstanding shares and voting rights attached to the shares amounts thus to 
1297,0,oka specialises in new construction renovation work of residential and nonresidential building as well as premises for industrial and logistical use 
1298,0,okmetic board of directors has also decided on a new share ownership program directed to the company s top management 
1299,0,okmetic s silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life 
1300,1,oleary s material handling services located in perth is the leading company in western australia that supplies installs and provides service for tail lifts 
1301,1,one attractive factor about the tablets for media companies is that they provide a new way of making money 
1302,1,one of uponor s promising future products is a hydronic cooling system 
1303,0,oriolakd headquartered in espoo finland is a leading distributor of pharmaceutical and healthcare products with employees in the nordic and baltic countries 
1304,0,other shareholder entitlements became effective today 
1305,0,our cannedpreserved food in finland report offers a comprehensive guide to the size and shape of the market at a national level 
1306,0,our solutions are industryindependent supporting multilingual and currency needs modular and applicable to companies of all sizes ceo ilkka sihvo said 
1307,1,our strong company brands esl shipping leipurin telko and kaukomarkkinat aim to be the market leaders in their sectors 
1308,0,outotec headquartered in espoo finland is a leading provider of process solutions technologies and services for the mining and metallurgical industries 
1309,1,overall percent of respondents were confident about their security when banking online 
1310,0,panostaja headquartered in tampere finland is an investment company focusing on small and mediumsized finnish companies operating in the traditional industries 
1311,0,performance is based on values and sustainability 
1312,0,pertti ervi is independent from the company and its major shareholders 
1313,0,please inform ir johanna koskinen of your participation no later than april at am a telephone conference for financial analysts and investors conducted in english will begin at pm finnish time eet 
1314,0,poyry energy gmbh is austria s leading engineering and consulting company in the energy infrastructure and environment sector owned by poyry plc and the austrian verbund ag 
1315,1,poyry is recognized as one of the world s leading advisors to the global forestry industry 
1316,1,precedex is approved for iv sedation of initially intubated and mechanically ventilated patients in intensive care 
1317,0,press release september ruukki continues to be listed in two dow jones sustainability indexes djsi world and djsi stoxx 
1318,0,previously the plant was expected to be completed by the end of 
1319,0,production at the plant will be based on neste oil s proprietary technology that can use a flexible input of any vegetable oil or animal fat 
1320,0,prothious engineering wwwprothiouscom employs more than and has a large portfolio of projects and an annual detailing capacity of more than tonnes 
1321,0,qpr product family is fully compatible with microsoft s windows operating system 
1322,1,ramirent is a leading company in machinery and equipment rentals for construction and industry 
1323,1,ramirent is the leading construction machinery rental company in finland with annual sales of eur million in and operating nationwide through outlets and employees 
1324,0,rapala aims to move the distribution unit ragot from loudeac in bretagne and the distribution unit waterqueen and the fishing line supplier tortue from saint marcel in central france to morvillars 
1325,0,rapala tournament fishing with all the major titles already out for the holidays bargainpriced games such as rapala aim for a smaller audience 
1326,0,regulatory news the nomination committee of cybercom sto cybe which is unanimous in its proposal proposes the election of jon risfelt as the new chairman of the board 
1327,0,rfid radio frequency identification is a method of socalled intelligent transport whereby information can be read and saved remotely 
1328,0,rk group headquartered in vantaa finland is one of europe s leading machinery rental services 
1329,1,russia s top container shipping group fesco and finnish logistics company nurminen logistics have started a pilot project offering clients direct intermodal transportation service from finland to asia pacific countries fesco said in a statement 
1330,0,sp has kept its sell rating while nordea and ubs have reaffirmed their buy recommendations 
1331,0,sanoma also has an executive committee in accordance with the company s articles of association that prepares proposals for matters to be decided or noted by the board of directors 
1332,0,sarantel based in wellingborough uk designs highperformance antennas for portable wireless devices 
1333,1,shareholders of rakvere lihakombinaat decided in favor of the buyout of minority shares in midjuly 
1334,0,shares will be acquired in accordance with section of the rules of nasdaq omx helsinki and other rules applicable to the acquisition of own shares 
1335,0,she will succeed krister kylas who has decided to leave teliasonera 
1336,0,shuweihat got under way in july when the project was awarded to desalination and power contractors 
1337,0,simmons elected dcuc chairman portsmouth nhgordon a simmons ceo of service credit union has been elected chairman of the defense credit union council for the term 
1338,0,south america and asia are other promising markets 
1339,0,sponda plans to renovate old real estate and develop new property 
1340,0,stock exchange release sanoma has published its annual report and financial statements for and its first corporate responsibility report 
1341,0,stockholmbased nordea bank sto nda said yesterday it had hired casper von koskull to lead its corporate merchant banking and capital markets unit effective september 
1342,0,stonesoft is a global provider of proven next generation solutions that simplify network security management 
1343,0,strategic and operational business information is objectively reported 
1344,0,swedish finnish and danish listed companies are organized in three market cap segments nordic large cap mid cap and small cap 
1345,0,symphony services provides development services for aldata gold 
1346,1,technopolis is europe s leading operator of technoparks 
1347,0,technopolis s technological centers supply their clients with modern highclass premises 
1348,0,tekla provides d software for building and infrastructure engineering with a focus on building information modelling of steel and concrete structures from design to construction 
1349,0,teleste s hybrid tv solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions including hfc hybrid fibrecoaxial xdsl etth and ftth 
1350,0,the adjustment measures will be carried out in phases to secure the delivery capability 
1351,0,the agreement is valid for four years 
1352,0,the alliance aims to tap pocketable mobile computers netbooks tablets mediaphones connected tvs and invehicle infotainment systems 
1353,0,the availability of the internet services is highlighted in the service offer of kesko s kgroup stores 
1354,0,the broker started upmkymmene stora enso and sappi with equalweight recommendations and holmen and norske skog with underweight ratings 
1355,0,the building complex consists of highquality office and retail space totalling square metres the company said 
1356,0,the business has sales of about euro million million and has been responsible for sales and marketing of lanxess s paper chemicals business which kemira bought for euro million early this year cw jan p 
1357,0,the business section also includes ahlstrom s sustainability report 
1358,0,the center offers a comprehensive range of device design services spanning from electronics mechanics and software design to a full range of testing laboratory services 
1359,0,the commission said the hydrogen peroxide and pbs market was worth about million euros in 
1360,0,the company designs manufactures and markets highquality clothing interior decoration textiles bags and other accessories 
1361,0,the company designs and manufactures highquality clothing interior decoration textiles bags and other accessories 
1362,0,the company has delivered the technical infrastructure used by nav for their data warehouse and business intelligence initiatives 
1363,0,the company is now withdrawing the second part eur mn of the investment commitment 
1364,0,the company is presently examining whether the project would be financially feasible 
